names,scores,logfoldchanges,pvals,pvals_adj
MTSS2,0.0024652677,-0.11754847,0.9980330029041878,1.0
DLGAP1,0.0020512994,-0.045699194,0.998363300908792,1.0
NPIPB2,0.0014685655,-0.07943076,0.998828254686503,1.0
NNT-AS1,0.001435834,-0.06839446,0.9988543706100205,1.0
DIDO1,0.0011754957,-0.015578313,0.999062090366791,1.0
AP003717.1,0.0009985942,-0.060521316,0.9992032371863205,1.0
ANKS1B,0.00046826844,-0.12321767,0.9996263758583688,1.0
PSMD14,0.00031993614,-0.044395123,0.9997447279047234,1.0
EDN3,0.00028569106,0.12994336,0.9997720515285629,1.0
JAKMIP1,0.00024841877,0.026231593,0.9998017905006689,1.0
B4GALT2,0.00022893124,0.12757568,0.9998173393034558,1.0
ZYG11A,0.00020055132,0.09493486,0.9998399831911321,1.0
RFX4,0.0001825774,0.034369837,0.9998543243200616,1.0
Z99774.1,0.00014700792,0.028192738,0.999882704659551,1.0
CDHR1,7.284176e-05,0.031453315,0.999941880687007,1.0
FAM222A-AS1,5.7138208e-05,0.092239715,0.9999544103051172,1.0
PIF1,5.7138208e-05,-0.0076354467,0.9999544103051172,1.0
AC004672.1,5.4489417e-05,0.014100083,0.9999565237346791,1.0
MAGI2-AS3,4.465105e-05,0.016677598,0.9999643736159118,1.0
TDRG1,3.1407097e-05,0.03167188,0.9999749407637304,1.0
AC079684.1,3.0461099e-05,0.061720423,0.9999756955600033,1.0
ADH4,2.9893501e-05,0.0012677725,0.9999761484377672,1.0
LINC02076,2.4974317e-05,0.040250722,0.9999800733783868,1.0
AC114546.1,2.081193e-05,0.13112201,0.9999833944819885,1.0
AC145207.1,1.9676734e-05,0.19027117,0.9999843002375163,1.0
AC034198.2,1.9298335e-05,0.14632635,0.9999846021560256,1.0
CNTNAP3,1.9298335e-05,0.08340454,0.9999846021560256,1.0
AC017091.1,1.8352339e-05,0.064369895,0.9999853569522987,1.0
LINC00114,1.7027944e-05,0.1337468,0.9999864136670812,1.0
WASF3-AS1,1.5892747e-05,0.385375,0.999987319422609,1.0
CXCL6,1.5514348e-05,0.09797744,0.9999876213411183,1.0
PRH2,1.4757551e-05,0.07922518,0.9999882251781369,1.0
AP001605.1,1.4379152e-05,0.15498349,0.9999885270966462,1.0
CCL20,1.3243955e-05,0.10072797,0.999989432852174,1.0
RDH16,1.3243955e-05,0.04672944,0.999989432852174,1.0
CLDN6,1.2865557e-05,0.17601144,0.9999897347706833,1.0
SCARA3,1.24871585e-05,0.35232142,0.9999900366891926,1.0
AC025175.1,1.1351962e-05,0.008465391,0.9999909424447205,1.0
AC073359.2,1.0216766e-05,0.13483219,0.9999918482002484,1.0
LINC02143,8.703171e-06,0.5648244,0.9999930558742857,1.0
AL356489.2,7.946373e-06,0.24785392,0.9999936597113043,1.0
AL162741.1,7.757174e-06,-0.0098233875,0.9999938106705589,1.0
AC090826.2,7.5679745e-06,0.2239181,0.9999939616298136,1.0
AP000821.2,6.05438e-06,0.021356337,0.9999951693038509,1.0
AL034351.3,6.05438e-06,0.22301657,0.9999951693038509,1.0
LINC02242,6.05438e-06,-0.019056283,0.9999951693038509,1.0
AC139792.1,5.675981e-06,0.011849682,0.9999954712223602,1.0
AC008883.2,5.2975824e-06,0.057039563,0.9999957731408695,1.0
AC104521.1,5.2975824e-06,0.27851808,0.9999957731408695,1.0
UBXN10-AS1,5.2975824e-06,0.021003122,0.9999957731408695,1.0
AC018653.1,4.9191835e-06,0.059910502,0.9999960750593788,1.0
AC003973.1,4.5407846e-06,0.07939351,0.9999963769778881,1.0
LINC02335,4.5407846e-06,0.05830131,0.9999963769778881,1.0
Z98749.1,4.3515856e-06,-0.038497154,0.9999965279371428,1.0
AC093725.2,4.162386e-06,0.07543819,0.9999966788963974,1.0
AL023553.1,3.7839873e-06,-0.0971571,0.9999969808149068,1.0
OXCT1-AS1,3.7839873e-06,0.25417176,0.9999969808149068,1.0
P4HA2-AS1,3.7839873e-06,0.07308689,0.9999969808149068,1.0
DHRS7C,3.4055886e-06,0.36070663,0.9999972827334161,1.0
AL732292.2,3.4055886e-06,0.07379898,0.9999972827334161,1.0
AC018442.2,3.02719e-06,0.034538493,0.9999975846519255,1.0
LINC02118,3.02719e-06,-0.0023453927,0.9999975846519255,1.0
HTR3C,2.6487912e-06,0.3803427,0.9999978865704348,1.0
AC092111.2,2.4595918e-06,0.020392496,0.9999980375296894,1.0
SLC22A31,2.2703923e-06,0.085817635,0.9999981884889441,1.0
ZFAT-AS1,2.2703923e-06,0.23701347,0.9999981884889441,1.0
AL355483.1,2.2703923e-06,0.22544405,0.9999981884889441,1.0
AL645937.4,2.2703923e-06,0.12874554,0.9999981884889441,1.0
AC068768.1,2.2703923e-06,0.123206,0.9999981884889441,1.0
AC009413.2,2.2703923e-06,0.05232607,0.9999981884889441,1.0
AC093904.1,2.2703923e-06,0.6197893,0.9999981884889441,1.0
ADAM21,2.2703923e-06,0.020315813,0.9999981884889441,1.0
OR2Z1,2.2703923e-06,0.27717245,0.9999981884889441,1.0
AP004550.1,1.8919936e-06,0.2674618,0.9999984904074534,1.0
ZNF560,1.8919936e-06,-0.04704824,0.9999984904074534,1.0
AC108448.3,1.8919936e-06,0.10515936,0.9999984904074534,1.0
LY6G6D,1.8919936e-06,0.20487651,0.9999984904074534,1.0
AC112484.5,1.8919936e-06,-0.022603553,0.9999984904074534,1.0
AL136131.2,1.8919936e-06,0.11039603,0.9999984904074534,1.0
GDF10,1.8919936e-06,0.1722761,0.9999984904074534,1.0
AL359198.1,1.7027943e-06,0.096789,0.999998641366708,1.0
DPPA3,1.513595e-06,0.15531547,0.9999987923259627,1.0
LINC02173,1.513595e-06,0.6091215,0.9999987923259627,1.0
AP000345.1,1.1351962e-06,0.10247737,0.9999990942444721,1.0
PRR35,1.1351962e-06,0.8115452,0.9999990942444721,1.0
AC023794.5,1.1351962e-06,0.2470517,0.9999990942444721,1.0
AC107220.1,1.1351962e-06,0.13070886,0.9999990942444721,1.0
AL356859.1,1.1351962e-06,0.7637253,0.9999990942444721,1.0
AC006449.5,1.1351962e-06,0.11701778,0.9999990942444721,1.0
AC109809.1,1.1351962e-06,0.054566506,0.9999990942444721,1.0
AL031432.5,1.1351962e-06,0.107856944,0.9999990942444721,1.0
AC104012.1,1.1351962e-06,0.6892797,0.9999990942444721,1.0
RBP1,1.1351962e-06,0.07127869,0.9999990942444721,1.0
AC096576.2,1.1351962e-06,0.17453675,0.9999990942444721,1.0
AL445183.1,1.1351962e-06,0.20159467,0.9999990942444721,1.0
SNCB,1.1351962e-06,0.099322036,0.9999990942444721,1.0
SLC7A4,1.1351962e-06,0.51653296,0.9999990942444721,1.0
ALPP,1.1351962e-06,0.44606534,0.9999990942444721,1.0
AC117503.1,7.567975e-07,0.15149517,0.9999993961629814,1.0
AL137781.1,7.567975e-07,0.49222937,0.9999993961629814,1.0
RGS9BP,7.567975e-07,0.17731574,0.9999993961629814,1.0
AC130710.1,7.567975e-07,0.06340721,0.9999993961629814,1.0
LINC01584,7.567975e-07,0.00063898053,0.9999993961629814,1.0
LRRC52,7.567975e-07,0.16341528,0.9999993961629814,1.0
LINC00303,7.567975e-07,0.15946783,0.9999993961629814,1.0
AC063960.2,7.567975e-07,0.313842,0.9999993961629814,1.0
LINC01173,7.567975e-07,0.0963387,0.9999993961629814,1.0
CWH43,7.567975e-07,0.062819906,0.9999993961629814,1.0
AC009407.1,7.567975e-07,0.49643683,0.9999993961629814,1.0
AP001469.2,7.567975e-07,0.040319283,0.9999993961629814,1.0
AP000777.2,7.567975e-07,-0.096801065,0.9999993961629814,1.0
AL049775.1,7.567975e-07,0.13849497,0.9999993961629814,1.0
THPO,7.567975e-07,0.112858616,0.9999993961629814,1.0
LINC01016,7.567975e-07,0.23723274,0.9999993961629814,1.0
STRIT1,7.567975e-07,0.117025256,0.9999993961629814,1.0
CASK-AS1,7.567975e-07,0.14776383,0.9999993961629814,1.0
AC093732.2,7.567975e-07,0.10304159,0.9999993961629814,1.0
AL160408.6,7.567975e-07,0.09148182,0.9999993961629814,1.0
AC110011.1,7.567975e-07,0.14097571,0.9999993961629814,1.0
AP002802.1,7.567975e-07,0.21487711,0.9999993961629814,1.0
LINC02499,3.7839874e-07,0.45583805,0.9999996980814907,1.0
PPDPFL,3.7839874e-07,0.18204208,0.9999996980814907,1.0
AL365181.3,3.7839874e-07,0.70649755,0.9999996980814907,1.0
AC011374.1,3.7839874e-07,0.25490388,0.9999996980814907,1.0
AP003043.1,3.7839874e-07,0.4594425,0.9999996980814907,1.0
AC079341.2,3.7839874e-07,0.64905286,0.9999996980814907,1.0
SHH,3.7839874e-07,0.15284587,0.9999996980814907,1.0
AC022695.2,3.7839874e-07,0.5840542,0.9999996980814907,1.0
HSFX4,3.7839874e-07,0.5151244,0.9999996980814907,1.0
LINC02314,3.7839874e-07,0.19818506,0.9999996980814907,1.0
AC009113.2,3.7839874e-07,0.045718238,0.9999996980814907,1.0
AL360181.4,3.7839874e-07,0.7026411,0.9999996980814907,1.0
AC007993.2,3.7839874e-07,0.5682014,0.9999996980814907,1.0
KRT39,3.7839874e-07,1.1826108,0.9999996980814907,1.0
ARID3C,3.7839874e-07,0.24325034,0.9999996980814907,1.0
AL356580.1,3.7839874e-07,0.03049953,0.9999996980814907,1.0
AC091889.1,3.7839874e-07,0.12107871,0.9999996980814907,1.0
SOX1,3.7839874e-07,0.41955718,0.9999996980814907,1.0
AC017006.1,3.7839874e-07,0.78687686,0.9999996980814907,1.0
C3orf80,3.7839874e-07,0.08478154,0.9999996980814907,1.0
OR8D1,3.7839874e-07,0.32819372,0.9999996980814907,1.0
AL031651.1,3.7839874e-07,0.43119803,0.9999996980814907,1.0
AP000842.3,3.7839874e-07,0.25652522,0.9999996980814907,1.0
AC078842.1,3.7839874e-07,0.6389412,0.9999996980814907,1.0
LINC01450,3.7839874e-07,0.5732657,0.9999996980814907,1.0
HOXB5,3.7839874e-07,0.42653325,0.9999996980814907,1.0
AL136097.2,3.7839874e-07,0.023074826,0.9999996980814907,1.0
AL359715.2,3.7839874e-07,-0.060222723,0.9999996980814907,1.0
PCSK6-AS1,3.7839874e-07,0.15303814,0.9999996980814907,1.0
CPS1-IT1,3.7839874e-07,0.43662187,0.9999996980814907,1.0
HR,3.7839874e-07,0.48404613,0.9999996980814907,1.0
ALDH1L1-AS1,3.7839874e-07,0.05252454,0.9999996980814907,1.0
AL731575.1,3.7839874e-07,0.47725007,0.9999996980814907,1.0
LINC02682,3.7839874e-07,0.32704082,0.9999996980814907,1.0
LINC01587,3.7839874e-07,0.47341156,0.9999996980814907,1.0
AP001476.1,3.7839874e-07,0.5655942,0.9999996980814907,1.0
AC007406.4,3.7839874e-07,0.55019057,0.9999996980814907,1.0
PLEK2,3.7839874e-07,-0.03036187,0.9999996980814907,1.0
AC022447.1,3.7839874e-07,0.71130437,0.9999996980814907,1.0
AC007861.1,3.7839874e-07,0.32193315,0.9999996980814907,1.0
AC100858.2,3.7839874e-07,0.51807505,0.9999996980814907,1.0
LINC02270,3.7839874e-07,0.3265387,0.9999996980814907,1.0
AC114752.1,3.7839874e-07,0.79433125,0.9999996980814907,1.0
B3GALT1,3.7839874e-07,0.23142259,0.9999996980814907,1.0
ADAMTS19-AS1,3.7839874e-07,0.40104857,0.9999996980814907,1.0
AC121757.1,3.7839874e-07,0.12905449,0.9999996980814907,1.0
AC073336.1,3.7839874e-07,0.21071848,0.9999996980814907,1.0
MIR1302-2HG,0.0,0.4279985,1.0,1.0
AC133551.1,0.0,0.0,1.0,1.0
AC171558.1,0.0,0.0,1.0,1.0
AC171558.3,0.0,0.0,1.0,1.0
AC136352.2,0.0,0.0,1.0,1.0
AC136352.3,0.0,0.0,1.0,1.0
AL645608.4,0.0,0.0,1.0,1.0
FAM138A,0.0,0.0,1.0,1.0
AC117373.1,0.0,0.0,1.0,1.0
CDY1,0.0,0.0,1.0,1.0
TTTY17C,0.0,0.0,1.0,1.0
TTTY4C,0.0,0.0,1.0,1.0
BPY2C,0.0,0.0,1.0,1.0
DAZ4,0.0,0.0,1.0,1.0
LINC02441,0.0,0.0,1.0,1.0
LINC02368,0.0,0.0,1.0,1.0
AC061709.2,0.0,0.0,1.0,1.0
AC023595.1,0.0,0.0,1.0,1.0
TMEM132D-AS2,0.0,0.0,1.0,1.0
AC130404.1,0.0,0.0,1.0,1.0
TTTY17A,0.0,0.0,1.0,1.0
TTTY4,0.0,0.0,1.0,1.0
BPY2,0.0,0.0,1.0,1.0
PRYP3,0.0,0.0,1.0,1.0
TTTY3B,0.0,0.0,1.0,1.0
CDY1B,0.0,0.0,1.0,1.0
TTTY17B,0.0,0.0,1.0,1.0
AC130404.2,0.0,0.0,1.0,1.0
AC068787.3,0.0,0.0,1.0,1.0
AC025252.1,0.0,0.0,1.0,1.0
KPRP,0.0,0.0,1.0,1.0
LCE1F,0.0,0.0,1.0,1.0
LCE1D,0.0,0.0,1.0,1.0
LCE1B,0.0,0.0,1.0,1.0
LCE1A,0.0,0.0,1.0,1.0
LCE6A,0.0,0.0,1.0,1.0
SPRR5,0.0,0.0,1.0,1.0
SPRR1A,0.0,0.0,1.0,1.0
SPRR3,0.0,0.0,1.0,1.0
AC011510.1,0.0,0.0,1.0,1.0
SYCN,0.0,0.0,1.0,1.0
IFNL3,0.0,0.0,1.0,1.0
IFNL2,0.0,0.0,1.0,1.0
RXFP3,0.0,0.0,1.0,1.0
AC025754.2,0.0,0.0,1.0,1.0
AC025754.1,0.0,0.0,1.0,1.0
AC022447.3,0.0,0.0,1.0,1.0
SPRR2G,0.0,0.0,1.0,1.0
AC034223.2,0.0,0.0,1.0,1.0
AL358976.2,0.0,0.0,1.0,1.0
AC010605.1,0.0,0.0,1.0,1.0
LGALS7B,0.0,0.0,1.0,1.0
AC233992.1,0.0,0.0,1.0,1.0
AC011497.1,0.0,0.41021368,1.0,1.0
AC005392.1,0.0,0.0,1.0,1.0
CRCT1,0.0,0.0,1.0,1.0
LCE3E,0.0,0.0,1.0,1.0
LCE3D,0.0,0.0,1.0,1.0
LCE3C,0.0,0.0,1.0,1.0
LCE3B,0.0,0.0,1.0,1.0
LCE2A,0.0,0.0,1.0,1.0
C1orf68,0.0,0.0,1.0,1.0
AC022447.7,0.0,0.0,1.0,1.0
AC022447.6,0.0,0.0,1.0,1.0
AL158147.1,0.0,0.0,1.0,1.0
AL135923.1,0.0,0.0,1.0,1.0
AL583805.2,0.0,0.0,1.0,1.0
AL162413.1,0.0,0.0,1.0,1.0
LCE3A,0.0,0.0,1.0,1.0
LCE2D,0.0,0.0,1.0,1.0
LCE2C,0.0,0.0,1.0,1.0
LCE2B,0.0,0.0,1.0,1.0
L34079.3,0.0,0.1370899,1.0,1.0
TPD52L3,0.0,0.0,1.0,1.0
AC005625.1,0.0,0.0,1.0,1.0
AC005789.1,0.0,0.0,1.0,1.0
AL592078.2,0.0,0.09791979,1.0,1.0
AC022447.2,0.0,0.0,1.0,1.0
AC106744.2,0.0,0.0,1.0,1.0
AL442638.1,0.0,0.0,1.0,1.0
AC139497.1,0.0,0.0,1.0,1.0
AC138854.1,0.0,0.0,1.0,1.0
AC010445.1,0.0,0.7976669,1.0,1.0
AC010387.1,0.0,0.0,1.0,1.0
PMIS2,0.0,0.0,1.0,1.0
OLIG3,0.0,0.0,1.0,1.0
OR2B2,0.0,0.36901423,1.0,1.0
LCE5A,0.0,0.0,1.0,1.0
LINC02103,0.0,0.0,1.0,1.0
AL512643.1,0.0,0.0,1.0,1.0
AL450003.1,0.0,0.0,1.0,1.0
AL451129.1,0.0,0.0,1.0,1.0
AL162386.2,0.0,0.0,1.0,1.0
AC099499.2,0.0,0.17214966,1.0,1.0
CDKN2A-DT,0.0,0.0,1.0,1.0
TAF11L12,0.0,0.0,1.0,1.0
AL358117.1,0.0,0.0,1.0,1.0
AL133319.1,0.0,0.0,1.0,1.0
CYP11B1,0.0,0.03803755,1.0,1.0
LINC02110,0.0,0.0,1.0,1.0
GPR4,0.0,0.0,1.0,1.0
AC245748.3,0.0,0.0,1.0,1.0
AC092306.1,0.0,0.0,1.0,1.0
AL589765.2,0.0,0.0,1.0,1.0
IFNB1,0.0,0.0,1.0,1.0
IFNA4,0.0,0.0,1.0,1.0
IFNA7,0.0,0.0,1.0,1.0
TAF11L13,0.0,0.0,1.0,1.0
TAF11L14,0.0,0.0,1.0,1.0
H3.Y,0.0,0.0,1.0,1.0
AL161628.1,0.0,0.0,1.0,1.0
AC010485.1,0.0,0.0,1.0,1.0
AC008556.1,0.0,0.0,1.0,1.0
AC006262.3,0.0,0.0,1.0,1.0
IGFL1,0.0,0.0,1.0,1.0
AC007193.3,0.0,0.0,1.0,1.0
AP006547.1,0.0,0.0,1.0,1.0
LY6D,0.0,0.0,1.0,1.0
AC083841.3,0.0,0.0,1.0,1.0
IFNA17,0.0,0.0,1.0,1.0
IFNA14,0.0,0.0,1.0,1.0
IFNA6,0.0,0.0,1.0,1.0
IFNA13,0.0,0.0,1.0,1.0
IFNA2,0.0,0.0,1.0,1.0
IFNA8,0.0,0.0,1.0,1.0
IFNA1,0.0,0.0,1.0,1.0
TAF11L7,0.0,0.0,1.0,1.0
TAF11L8,0.0,0.0,1.0,1.0
TAF11L9,0.0,0.0,1.0,1.0
TAF11L10,0.0,0.0,1.0,1.0
TAF11L11,0.0,0.0,1.0,1.0
AC008738.7,0.0,0.0,1.0,1.0
LY6L,0.0,0.0,1.0,1.0
LY6H,0.0,0.0,1.0,1.0
PGK2,0.0,0.0,1.0,1.0
AL359458.1,0.0,0.0,1.0,1.0
DEFB114,0.0,0.0,1.0,1.0
AL353579.1,0.0,0.0,1.0,1.0
IGFL3,0.0,0.0,1.0,1.0
AC017067.1,0.0,0.0,1.0,1.0
AL357614.1,0.0,0.0,1.0,1.0
AL445623.1,0.0,0.0,1.0,1.0
AL365181.4,0.0,0.0,1.0,1.0
AC093074.1,0.0,0.0,1.0,1.0
AC011478.1,0.0,0.0,1.0,1.0
LINC01834,0.0,0.0,1.0,1.0
EGFLAM-AS3,0.0,0.0,1.0,1.0
EGFLAM-AS2,0.0,0.0,1.0,1.0
AC010425.1,0.0,0.0,1.0,1.0
AC011525.2,0.0,0.0,1.0,1.0
AC011518.1,0.0,0.0,1.0,1.0
AL353730.1,0.0,0.0,1.0,1.0
AC106774.4,0.0,0.0,1.0,1.0
TAF11L2,0.0,0.0,1.0,1.0
TAF11L3,0.0,0.0,1.0,1.0
TAF11L4,0.0,0.0,1.0,1.0
TAF11L5,0.0,0.0,1.0,1.0
TAF11L6,0.0,0.0,1.0,1.0
TRBV22OR9-2,0.0,0.0,1.0,1.0
TRBV23OR9-2,0.0,0.0,1.0,1.0
OR10T2,0.0,0.0,1.0,1.0
LINC01859,0.0,0.0,1.0,1.0
AC008991.1,0.0,0.0,1.0,1.0
AC138647.1,0.0,0.0,1.0,1.0
AC104417.2,0.0,0.0,1.0,1.0
AC027541.1,0.0,0.0,1.0,1.0
CCDC8,0.0,0.6589069,1.0,1.0
AC100807.2,0.0,0.0,1.0,1.0
AC008794.1,0.0,0.0,1.0,1.0
AC011525.1,0.0,0.0,1.0,1.0
TRBV24OR9-2,0.0,0.0,1.0,1.0
TRBV25OR9-2,0.0,0.0,1.0,1.0
AC011474.3,0.0,0.0,1.0,1.0
AC011474.2,0.0,0.0,1.0,1.0
ACKR1,0.0,0.0,1.0,1.0
OR10J5,0.0,0.0,1.0,1.0
APCS,0.0,0.0,1.0,1.0
FGF21,0.0,0.7885646,1.0,1.0
SPACA4,0.0,0.0,1.0,1.0
AC040914.1,0.0,0.0,1.0,1.0
AC011524.1,0.0,0.0,1.0,1.0
AC011524.2,0.0,0.30816373,1.0,1.0
AC011505.1,0.0,0.3592005,1.0,1.0
TRBV29OR9-2,0.0,0.0,1.0,1.0
OR6K2,0.0,0.0,1.0,1.0
OR6K6,0.0,0.0,1.0,1.0
OR6N2,0.0,0.3979904,1.0,1.0
AC025811.1,0.0,0.0,1.0,1.0
TRBV20OR9-2,0.0,0.0,1.0,1.0
TRBV21OR9-2,0.0,0.0,1.0,1.0
SNHG28,0.0,0.0,1.0,1.0
AC011467.7,0.0,0.0,1.0,1.0
AC011467.1,0.0,0.0,1.0,1.0
LINC01233,0.0,0.0,1.0,1.0
LINC02104,0.0,0.0,1.0,1.0
CGB3,0.0,0.0,1.0,1.0
CGB1,0.0,0.0,1.0,1.0
CGB8,0.0,0.0,1.0,1.0
CGB7,0.0,1.5319558,1.0,1.0
AC008687.2,0.0,0.0,1.0,1.0
AC008687.3,0.0,0.0,1.0,1.0
AC074135.2,0.0,0.0,1.0,1.0
AC074135.1,0.0,0.0,1.0,1.0
OR10X1,0.0,0.0,1.0,1.0
OR2S2,0.0,0.0,1.0,1.0
AC092336.1,0.0,0.0,1.0,1.0
SPATA31A1,0.0,0.0,1.0,1.0
FAM74A1,0.0,0.0,1.0,1.0
BX005214.2,0.0,0.0,1.0,1.0
AL773545.1,0.0,0.0,1.0,1.0
GDF1,0.0,0.0,1.0,1.0
AC010624.2,0.0,0.0,1.0,1.0
CGB5,0.0,0.0,1.0,1.0
AC012640.3,0.0,0.0,1.0,1.0
OR13J1,0.0,0.0,1.0,1.0
AC116361.1,0.0,0.0,1.0,1.0
AC091965.1,0.0,0.0,1.0,1.0
AL354714.3,0.0,0.019890254,1.0,1.0
AC012629.1,0.0,0.0,1.0,1.0
TAS2R1,0.0,0.0,1.0,1.0
AC091838.1,0.0,0.0,1.0,1.0
AC034229.3,0.0,0.0,1.0,1.0
AC008737.3,0.0,0.0,1.0,1.0
BX005040.1,0.0,0.0,1.0,1.0
AL162731.1,0.0,0.0,1.0,1.0
AL391987.2,0.0,0.0,1.0,1.0
AL391987.1,0.0,0.0,1.0,1.0
AC122710.1,0.0,0.0,1.0,1.0
AC091951.4,0.0,0.0,1.0,1.0
AC027343.3,0.0,0.0,1.0,1.0
LINC02123,0.0,0.0,1.0,1.0
AC103726.1,0.0,0.0,1.0,1.0
AC103726.2,0.0,0.0,1.0,1.0
AC087341.1,0.0,0.0,1.0,1.0
GPR32,0.0,0.0,1.0,1.0
IGKV1OR9-2,0.0,0.0,1.0,1.0
FOXD4L6,0.0,0.0,1.0,1.0
AL354718.2,0.0,0.0,1.0,1.0
CYP4F2,0.0,0.038126636,1.0,1.0
IGKV1OR9-1,0.0,0.0,1.0,1.0
IGKV1OR-3,0.0,0.0,1.0,1.0
SPATA31A3,0.0,0.0,1.0,1.0
BX664730.1,0.0,0.0,1.0,1.0
AL627230.3,0.0,0.0,1.0,1.0
AC008743.1,0.0,0.0,1.0,1.0
HIST2H3C,0.0,0.0,1.0,1.0
HIST2H3A,0.0,0.0,1.0,1.0
AC027343.1,0.0,0.0,1.0,1.0
AL590399.5,0.0,0.6581717,1.0,1.0
BX088651.2,0.0,0.20699455,1.0,1.0
SPATA31A5,0.0,0.0,1.0,1.0
SPATA31A7,0.0,0.0,1.0,1.0
AL831711.1,0.0,0.024105202,1.0,1.0
AL590385.1,0.0,0.0,1.0,1.0
C9orf135-DT,0.0,0.0,1.0,1.0
AC010266.2,0.0,0.0,1.0,1.0
AC010266.1,0.0,0.0,1.0,1.0
RGS4,0.0,0.0,1.0,1.0
OR7C2,0.0,0.0,1.0,1.0
AL159990.2,0.0,0.0,1.0,1.0
AC100871.2,0.0,0.0,1.0,1.0
AC018755.1,0.0,0.0,1.0,1.0
AC006272.1,0.0,0.0,1.0,1.0
AC011473.2,0.0,0.0,1.0,1.0
LINC00533,0.0,0.0,1.0,1.0
OR2W1,0.0,0.0,1.0,1.0
AL590408.1,0.0,0.0,1.0,1.0
AL355140.1,0.0,0.0,1.0,1.0
PGM5-AS1,0.0,0.09725811,1.0,1.0
OR10H2,0.0,0.0,1.0,1.0
AC106799.1,0.0,0.0,1.0,1.0
LINC02114,0.0,0.0,1.0,1.0
AC026719.1,0.0,0.0,1.0,1.0
AC010451.3,0.0,0.0,1.0,1.0
AC010451.2,0.0,0.0,1.0,1.0
AC093292.1,0.0,0.0,1.0,1.0
AC116350.1,0.0,0.0,1.0,1.0
AC016074.1,0.0,0.0,1.0,1.0
AC024681.2,0.0,0.0,1.0,1.0
AC241644.3,0.0,0.0,1.0,1.0
AC243547.1,0.0,0.0,1.0,1.0
AC244394.2,0.0,0.07390173,1.0,1.0
AL159990.1,0.0,0.0,1.0,1.0
AC011509.1,0.0,0.0,1.0,1.0
AC007787.1,0.0,0.41552815,1.0,1.0
AL162412.1,0.0,0.0,1.0,1.0
AC008543.4,0.0,0.09238387,1.0,1.0
AL022100.2,0.0,0.0,1.0,1.0
AC091832.1,0.0,0.0,1.0,1.0
GSTA5,0.0,0.0,1.0,1.0
DEFB113,0.0,0.0,1.0,1.0
DEFB110,0.0,0.15392004,1.0,1.0
AC100872.2,0.0,0.0,1.0,1.0
PPIAL4E,0.0,0.0,1.0,1.0
AC022150.3,0.0,0.0,1.0,1.0
VN1R4,0.0,0.0,1.0,1.0
AC092070.1,0.0,0.0,1.0,1.0
PPIAL4F,0.0,0.0,1.0,1.0
AL390730.1,0.0,0.0,1.0,1.0
AL390730.2,0.0,0.0,1.0,1.0
AC016595.1,0.0,0.0,1.0,1.0
AC025773.1,0.0,0.0,1.0,1.0
IRX2,0.0,0.0,1.0,1.0
C5orf38,0.0,0.0,1.0,1.0
AC094105.1,0.0,0.0,1.0,1.0
AC091860.2,0.0,0.0,1.0,1.0
AC090193.1,0.0,0.093629465,1.0,1.0
AC245128.3,0.0,0.0,1.0,1.0
CDC42EP5,0.0,-0.03762983,1.0,1.0
AC245036.5,0.0,0.0,1.0,1.0
AC090753.1,0.0,0.0,1.0,1.0
LINC01017,0.0,0.0,1.0,1.0
AL158154.2,0.0,0.0,1.0,1.0
SPATA31D4,0.0,0.0,1.0,1.0
SPATA31D3,0.0,0.0,1.0,1.0
SPATA31D1,0.0,0.0,1.0,1.0
AL162726.1,0.0,0.0,1.0,1.0
AL162726.4,0.0,0.0,1.0,1.0
OR7G1,0.0,0.0,1.0,1.0
OR7E24,0.0,0.0,1.0,1.0
AL354897.2,0.0,0.0,1.0,1.0
AL161447.2,0.0,0.0,1.0,1.0
SPATA31E1,0.0,0.0,1.0,1.0
OR7G3,0.0,0.0,1.0,1.0
AC027419.2,0.0,0.0,1.0,1.0
AC022441.2,0.0,0.0,1.0,1.0
AC008808.2,0.0,0.0,1.0,1.0
LINC02106,0.0,0.0,1.0,1.0
AC008808.1,0.0,0.0,1.0,1.0
AC010478.1,0.0,0.0,1.0,1.0
ADAM30,0.0,0.22188942,1.0,1.0
AC126768.3,0.0,0.0,1.0,1.0
AC126768.1,0.0,0.0,1.0,1.0
AC091891.1,0.0,0.0,1.0,1.0
AL162399.1,0.0,0.10581503,1.0,1.0
AC122719.2,0.0,0.0,1.0,1.0
AC116351.2,0.0,0.0,1.0,1.0
MBD3L2B,0.0,0.0,1.0,1.0
MBD3L5,0.0,0.0,1.0,1.0
MBD3L4,0.0,0.0,1.0,1.0
HAO2-IT1,0.0,0.0,1.0,1.0
HSD3B2,0.0,0.0,1.0,1.0
HSPB3,0.0,0.0,1.0,1.0
C19orf85,0.0,0.0,1.0,1.0
AL021940.1,0.0,0.0,1.0,1.0
C9orf170,0.0,0.0,1.0,1.0
AC008878.4,0.0,0.0,1.0,1.0
AC025183.3,0.0,0.0,1.0,1.0
LINC02116,0.0,0.0,1.0,1.0
AC025183.1,0.0,0.0,1.0,1.0
AL160286.2,0.0,0.0,1.0,1.0
AL359853.2,0.0,0.2590176,1.0,1.0
AL359853.1,0.0,0.0,1.0,1.0
AC107953.2,0.0,0.0,1.0,1.0
AC006116.6,0.0,0.0,1.0,1.0
AL161729.3,0.0,0.0,1.0,1.0
AL354861.3,0.0,0.0,1.0,1.0
